epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,5401.98,0.53527,1.53127,0.12075,0.55544,0.88777,0.89114,0.92574,0.97271,0.94034,0.8638,0.89728,0.93053,0.70693,0.28654,1.11137,0.0611,0.41919,0.77912,0.00332466,0.00332466,0.00332466
120,5448.97,0.52401,1.5192,0.12059,0.54455,0.88304,0.91319,0.91958,0.97306,0.9435,0.88368,0.88994,0.93036,0.70588,0.27822,1.08867,0.06219,0.40774,0.7785,0.00332105,0.00332105,0.00332105
121,5494.31,0.53358,1.53508,0.11937,0.55704,0.88992,0.90233,0.92083,0.97322,0.94097,0.90877,0.8543,0.93506,0.70592,0.27639,1.0846,0.06369,0.4108,0.77597,0.00331745,0.00331745,0.00331745
122,5539.33,0.52939,1.52168,0.11809,0.54536,0.88797,0.91874,0.91325,0.97364,0.94398,0.8912,0.88565,0.93451,0.72388,0.27609,1.0834,0.06722,0.41036,0.77736,0.00331384,0.00331384,0.00331384
123,5584.65,0.52619,1.51551,0.12099,0.54899,0.88742,0.89914,0.93211,0.97358,0.94297,0.88333,0.89504,0.93756,0.71263,0.27904,1.062,0.05738,0.40869,0.77738,0.00331023,0.00331023,0.00331023
124,5629.94,0.52233,1.47392,0.11743,0.54247,0.88623,0.89181,0.92996,0.97162,0.94142,0.87558,0.88363,0.92924,0.71322,0.2789,1.0611,0.05638,0.41337,0.77937,0.00330663,0.00330663,0.00330663
125,5677.06,0.52192,1.44934,0.11402,0.53978,0.88431,0.90723,0.92083,0.97416,0.94191,0.88183,0.88636,0.93049,0.71537,0.28107,1.03979,0.05941,0.40876,0.77808,0.00330302,0.00330302,0.00330302
126,5723.34,0.52597,1.46554,0.11443,0.53416,0.88372,0.90723,0.91832,0.97289,0.94359,0.88438,0.87866,0.92886,0.71344,0.27545,1.04241,0.0581,0.40526,0.77621,0.00329941,0.00329941,0.00329941
127,5768.61,0.52563,1.47847,0.11707,0.54656,0.88624,0.8977,0.91873,0.97115,0.94199,0.87053,0.88869,0.9317,0.71279,0.26909,1.06697,0.05908,0.41117,0.77526,0.00329581,0.00329581,0.00329581
128,5813.57,0.51517,1.47402,0.11797,0.54922,0.88532,0.88767,0.92934,0.97162,0.94302,0.8625,0.90132,0.93328,0.71265,0.2714,1.04509,0.06199,0.40707,0.77638,0.0032922,0.0032922,0.0032922
129,5858.99,0.52319,1.46481,0.11781,0.53384,0.88504,0.91533,0.90547,0.97332,0.9468,0.89014,0.88053,0.93559,0.7217,0.27184,1.06999,0.06307,0.41514,0.77681,0.00328859,0.00328859,0.00328859
130,5904.08,0.51887,1.48376,0.11978,0.5433,0.8818,0.89612,0.92062,0.97239,0.94574,0.88002,0.8906,0.94075,0.72457,0.26678,1.06613,0.06002,0.40614,0.77794,0.00328498,0.00328498,0.00328498
131,5949.61,0.52351,1.49879,0.11634,0.5439,0.88751,0.9089,0.91028,0.97094,0.94295,0.88381,0.8823,0.9333,0.71096,0.26702,1.0704,0.05848,0.40635,0.77614,0.00328138,0.00328138,0.00328138
132,5995.6,0.51953,1.45415,0.11714,0.53567,0.88898,0.90398,0.91662,0.97106,0.94504,0.8899,0.88709,0.94179,0.72537,0.27174,1.02737,0.06011,0.4188,0.77505,0.00327777,0.00327777,0.00327777
133,6041.23,0.52406,1.45354,0.11674,0.53329,0.88841,0.88352,0.93205,0.97186,0.94596,0.88806,0.87527,0.93667,0.71944,0.26915,1.0633,0.05775,0.41432,0.77516,0.00327416,0.00327416,0.00327416
134,6086.27,0.51617,1.4188,0.11283,0.53732,0.88381,0.90755,0.90575,0.9729,0.94707,0.89196,0.87112,0.93688,0.72267,0.2667,1.04206,0.06156,0.42183,0.77485,0.00327056,0.00327056,0.00327056
135,6131.73,0.51018,1.41003,0.11464,0.52933,0.88386,0.9057,0.9307,0.97435,0.94736,0.88731,0.89101,0.94191,0.72644,0.2704,1.00427,0.0607,0.41163,0.77459,0.00326695,0.00326695,0.00326695
136,6178.57,0.51676,1.48131,0.11349,0.53022,0.88324,0.90247,0.92956,0.97389,0.94564,0.88245,0.90115,0.94402,0.71518,0.27352,1.04421,0.06411,0.40608,0.7756,0.00326334,0.00326334,0.00326334
137,6223.87,0.50957,1.45489,0.11761,0.5302,0.884,0.91709,0.91344,0.97318,0.94742,0.89608,0.88873,0.94362,0.72839,0.26587,1.01556,0.05905,0.41316,0.77282,0.00325974,0.00325974,0.00325974
138,6268.74,0.51112,1.45817,0.11414,0.53176,0.88192,0.89007,0.93178,0.97258,0.95053,0.87188,0.89919,0.93732,0.73247,0.26277,1.00698,0.0581,0.41428,0.7735,0.00325613,0.00325613,0.00325613
139,6314.74,0.5111,1.40697,0.11218,0.53284,0.88141,0.89245,0.92519,0.97251,0.94722,0.86622,0.89789,0.93683,0.71848,0.26645,1.01753,0.05565,0.41131,0.77367,0.00325252,0.00325252,0.00325252
140,6360.17,0.51727,1.43092,0.11481,0.53123,0.8886,0.90702,0.91815,0.97153,0.94565,0.87983,0.89268,0.93516,0.71448,0.26306,1.02459,0.05651,0.42068,0.77287,0.00324892,0.00324892,0.00324892
141,6405.46,0.51089,1.44224,0.11187,0.52888,0.88278,0.89328,0.9236,0.97217,0.94553,0.87375,0.89998,0.94123,0.72251,0.26463,1.01502,0.05703,0.41538,0.77485,0.00324531,0.00324531,0.00324531
142,6450.75,0.51061,1.36135,0.11224,0.5142,0.88441,0.89808,0.93168,0.97288,0.9458,0.8761,0.90353,0.93538,0.72755,0.26134,1.03887,0.05713,0.40331,0.77447,0.0032417,0.0032417,0.0032417
143,6496.39,0.50105,1.41145,0.11046,0.51288,0.87535,0.90569,0.9269,0.97258,0.94897,0.89043,0.89883,0.94228,0.73279,0.25002,1.01219,0.05591,0.39999,0.7713,0.00323809,0.00323809,0.00323809
144,6542.16,0.51178,1.42811,0.10951,0.52156,0.88101,0.91435,0.91147,0.97119,0.94505,0.89879,0.88281,0.93795,0.72631,0.25868,0.99806,0.05583,0.40619,0.77186,0.00323449,0.00323449,0.00323449
145,6588.38,0.50539,1.44369,0.11021,0.51247,0.88381,0.91619,0.90829,0.97169,0.94684,0.89933,0.88301,0.94136,0.73483,0.25502,0.99409,0.05526,0.40599,0.77399,0.00323088,0.00323088,0.00323088
146,6633.54,0.50975,1.39764,0.11418,0.5252,0.87872,0.91227,0.92613,0.97505,0.9501,0.8873,0.89868,0.94429,0.73843,0.25651,1.0064,0.05466,0.39427,0.77166,0.00322727,0.00322727,0.00322727
147,6679.39,0.51166,1.39637,0.11051,0.52351,0.88029,0.9201,0.8988,0.97354,0.94877,0.92039,0.85885,0.9418,0.73278,0.25881,1.02069,0.05709,0.40437,0.77308,0.00322367,0.00322367,0.00322367
148,6724.05,0.50695,1.38871,0.10783,0.52032,0.88135,0.90105,0.92767,0.9724,0.94769,0.87674,0.90045,0.93805,0.73658,0.25633,1.00031,0.05624,0.39971,0.77341,0.00322006,0.00322006,0.00322006
149,6768.96,0.50571,1.38358,0.11189,0.52271,0.8837,0.89061,0.93243,0.97166,0.9482,0.91184,0.85772,0.93572,0.73015,0.25711,0.98786,0.05234,0.41278,0.77404,0.00321645,0.00321645,0.00321645
150,6813.24,0.49427,1.41058,0.10843,0.5064,0.88288,0.89791,0.9336,0.97256,0.9475,0.87532,0.91017,0.94351,0.73188,0.26032,0.98639,0.05337,0.40885,0.77497,0.00321285,0.00321285,0.00321285
151,6858.25,0.48541,1.36912,0.11107,0.51014,0.874,0.91201,0.92351,0.97252,0.94881,0.88988,0.88961,0.93853,0.73616,0.25565,0.98666,0.05202,0.41083,0.77258,0.00320924,0.00320924,0.00320924
152,6903.13,0.49785,1.36307,0.10767,0.52222,0.87859,0.88367,0.94017,0.97336,0.94725,0.86338,0.91372,0.94302,0.73208,0.26245,0.98804,0.05179,0.40167,0.77307,0.00320563,0.00320563,0.00320563
153,6948.24,0.49917,1.36285,0.10808,0.5081,0.88037,0.88981,0.93784,0.97253,0.94829,0.86681,0.91351,0.94362,0.74425,0.25954,0.97152,0.05141,0.40283,0.77197,0.00320203,0.00320203,0.00320203
154,6993.86,0.5148,1.38149,0.10876,0.52352,0.87985,0.89411,0.92704,0.97092,0.94632,0.86952,0.90162,0.94102,0.73524,0.25732,0.98649,0.04909,0.40603,0.77288,0.00319842,0.00319842,0.00319842
155,7039.58,0.49767,1.35639,0.11122,0.50984,0.87711,0.87989,0.93783,0.9715,0.94685,0.89527,0.87228,0.94188,0.73365,0.25213,0.96703,0.0505,0.40282,0.77129,0.00319481,0.00319481,0.00319481
156,7084.54,0.50438,1.37591,0.10791,0.51231,0.88162,0.90086,0.92805,0.97146,0.94928,0.87392,0.9003,0.93611,0.73934,0.24867,0.96399,0.0512,0.41313,0.77214,0.0031912,0.0031912,0.0031912
157,7129.75,0.49854,1.34979,0.10551,0.51095,0.88155,0.90782,0.92131,0.97223,0.95027,0.88189,0.89732,0.94088,0.7362,0.25581,0.9824,0.0506,0.41215,0.77344,0.0031876,0.0031876,0.0031876
158,7174.5,0.48316,1.31156,0.10181,0.49935,0.87688,0.91126,0.92165,0.97242,0.9492,0.88783,0.89506,0.94009,0.74106,0.25474,0.94032,0.04968,0.39946,0.77254,0.00318399,0.00318399,0.00318399
159,7219.81,0.49308,1.29289,0.1016,0.49234,0.87236,0.91564,0.92416,0.97303,0.94908,0.89193,0.89629,0.94274,0.74782,0.25403,0.93793,0.04968,0.39502,0.77339,0.00318038,0.00318038,0.00318038
160,7267.4,0.49093,1.31092,0.10327,0.49419,0.87766,0.90448,0.93394,0.97339,0.95186,0.90484,0.89401,0.94819,0.74748,0.25048,0.93814,0.05056,0.38922,0.77182,0.00317678,0.00317678,0.00317678
161,7314.04,0.5044,1.3404,0.10622,0.50348,0.88353,0.90713,0.92302,0.97328,0.94969,0.88859,0.90406,0.94998,0.73896,0.25209,0.9566,0.05467,0.39615,0.77198,0.00317317,0.00317317,0.00317317
162,7359.03,0.48822,1.30512,0.10264,0.49665,0.87887,0.89486,0.93243,0.97322,0.94875,0.87699,0.89865,0.93752,0.73898,0.25199,0.97147,0.05162,0.3932,0.77254,0.00316956,0.00316956,0.00316956
163,7403.96,0.5019,1.34877,0.10411,0.50223,0.87653,0.9208,0.922,0.97158,0.94681,0.89974,0.89269,0.94232,0.74199,0.25349,0.97106,0.05484,0.39883,0.77143,0.00316596,0.00316596,0.00316596
164,7448.96,0.49898,1.33942,0.10762,0.5032,0.88004,0.91207,0.92138,0.97123,0.94341,0.89426,0.89355,0.93812,0.73752,0.25248,0.96744,0.05281,0.40529,0.77183,0.00316235,0.00316235,0.00316235
165,7493.62,0.48863,1.33945,0.10839,0.4928,0.87468,0.90832,0.92134,0.97154,0.94729,0.88227,0.88774,0.93131,0.74031,0.24926,0.95812,0.0536,0.40639,0.77192,0.00315874,0.00315874,0.00315874
166,7538.69,0.48025,1.29871,0.10011,0.49068,0.87433,0.91726,0.91131,0.97094,0.94863,0.88881,0.89129,0.93856,0.74792,0.24683,0.95465,0.05183,0.40531,0.77075,0.00315514,0.00315514,0.00315514
167,7584.17,0.49675,1.32986,0.10722,0.50344,0.87756,0.89858,0.93577,0.97331,0.94991,0.88243,0.8993,0.94265,0.74972,0.2494,0.9427,0.0548,0.40062,0.77084,0.00315153,0.00315153,0.00315153
168,7629.28,0.49146,1.34212,0.10548,0.50471,0.8786,0.90304,0.91267,0.96961,0.94695,0.8818,0.89037,0.94063,0.74381,0.25104,0.94093,0.05288,0.41486,0.77082,0.00314792,0.00314792,0.00314792
169,7674.71,0.48884,1.35635,0.10816,0.50561,0.87902,0.90487,0.91518,0.97273,0.94766,0.88288,0.88696,0.9382,0.7379,0.2465,0.96155,0.05189,0.40583,0.77048,0.00314431,0.00314431,0.00314431
170,7719.84,0.48943,1.31607,0.10193,0.49383,0.87936,0.91724,0.90394,0.97298,0.9512,0.89338,0.87945,0.93873,0.75201,0.24871,0.9367,0.05012,0.40074,0.76994,0.00314071,0.00314071,0.00314071
171,7765.26,0.48118,1.33038,0.10494,0.49451,0.87439,0.90981,0.91616,0.97327,0.95106,0.89012,0.89276,0.94434,0.75294,0.24578,0.92731,0.05006,0.40591,0.77137,0.0031371,0.0031371,0.0031371
172,7810.57,0.49397,1.28646,0.1036,0.49491,0.87868,0.8963,0.92618,0.97197,0.95002,0.8746,0.90486,0.94341,0.76047,0.23928,0.91691,0.05,0.4036,0.76932,0.00313349,0.00313349,0.00313349
173,7858.24,0.48507,1.32118,0.10483,0.49619,0.87332,0.91537,0.91135,0.97159,0.95138,0.89258,0.88845,0.94125,0.75794,0.24245,0.92664,0.04852,0.41097,0.77041,0.00312989,0.00312989,0.00312989
174,7903.36,0.49126,1.30821,0.10138,0.50045,0.87759,0.90822,0.92709,0.97367,0.95127,0.88586,0.90448,0.94341,0.75802,0.24264,0.92934,0.05035,0.39771,0.7703,0.00312628,0.00312628,0.00312628
175,7948.56,0.48663,1.31845,0.1034,0.49224,0.87477,0.90607,0.91917,0.97268,0.95109,0.88173,0.89446,0.94327,0.75543,0.23857,0.9241,0.05082,0.40943,0.7683,0.00312267,0.00312267,0.00312267
176,7994.06,0.48524,1.28064,0.1007,0.48991,0.87637,0.90192,0.91535,0.97128,0.95223,0.88898,0.89273,0.94225,0.74651,0.24122,0.93185,0.04966,0.40884,0.76874,0.00311907,0.00311907,0.00311907
177,8039.51,0.48024,1.26836,0.10442,0.48699,0.87141,0.8833,0.9502,0.97513,0.95296,0.89755,0.88156,0.94128,0.7453,0.24189,0.93122,0.04931,0.38923,0.76828,0.00311546,0.00311546,0.00311546
178,8084.7,0.47563,1.28482,0.09948,0.48703,0.87241,0.90417,0.92575,0.97296,0.95356,0.88402,0.89788,0.93877,0.74855,0.23955,0.92849,0.04725,0.38825,0.76844,0.00311185,0.00311185,0.00311185
179,8130.69,0.47703,1.29171,0.10652,0.48817,0.87558,0.90932,0.92372,0.97247,0.95181,0.88717,0.89173,0.93987,0.74744,0.2377,0.92602,0.04809,0.39084,0.76905,0.00310825,0.00310825,0.00310825
180,8176.06,0.47505,1.2843,0.10169,0.49036,0.87402,0.90631,0.92868,0.97244,0.95008,0.88279,0.9049,0.94192,0.74393,0.24118,0.92554,0.04912,0.39658,0.7693,0.00310464,0.00310464,0.00310464
181,8221.37,0.47128,1.24876,0.09845,0.48038,0.87086,0.91252,0.91532,0.97211,0.94992,0.88356,0.88454,0.93488,0.74851,0.24024,0.92257,0.04977,0.39818,0.76953,0.00310103,0.00310103,0.00310103
182,8268.17,0.4818,1.29329,0.10163,0.48535,0.87393,0.90216,0.91906,0.97173,0.94945,0.87657,0.89203,0.93631,0.74781,0.23811,0.93103,0.05076,0.40834,0.76983,0.00309742,0.00309742,0.00309742
183,8313.47,0.48115,1.28123,0.10237,0.47757,0.87554,0.90927,0.9177,0.97204,0.9525,0.88572,0.89543,0.94391,0.76188,0.23606,0.93139,0.05003,0.40213,0.76935,0.00309382,0.00309382,0.00309382
184,8359.09,0.48001,1.26169,0.09703,0.46777,0.87277,0.91793,0.91326,0.97333,0.95286,0.89435,0.88671,0.93814,0.75784,0.2362,0.91846,0.04937,0.39857,0.76963,0.00309021,0.00309021,0.00309021
185,8404.29,0.48225,1.22801,0.09994,0.48588,0.87591,0.90936,0.91406,0.97022,0.95008,0.88844,0.89222,0.94342,0.76074,0.23439,0.91963,0.05069,0.40767,0.76977,0.0030866,0.0030866,0.0030866
186,8450.01,0.4705,1.29655,0.10186,0.47625,0.87357,0.89345,0.92131,0.97207,0.95397,0.9088,0.87318,0.94644,0.76432,0.2331,0.91419,0.05099,0.39838,0.76927,0.003083,0.003083,0.003083
187,8495.36,0.46809,1.24774,0.10106,0.48138,0.87006,0.90395,0.91488,0.97181,0.9527,0.88202,0.89189,0.94235,0.75896,0.23354,0.91358,0.05208,0.4049,0.76872,0.00307939,0.00307939,0.00307939
188,8541.11,0.46997,1.23663,0.09911,0.47601,0.86937,0.89525,0.9158,0.97166,0.95298,0.87416,0.89437,0.9423,0.75678,0.23298,0.90399,0.05119,0.41009,0.76802,0.00307578,0.00307578,0.00307578
189,8586.49,0.47155,1.28654,0.10272,0.47805,0.8711,0.87975,0.93261,0.97136,0.95197,0.8617,0.91535,0.94683,0.76469,0.23639,0.89037,0.05005,0.4113,0.7674,0.00307218,0.00307218,0.00307218
190,8631.79,0.47412,1.29518,0.10125,0.47641,0.8739,0.89272,0.91773,0.97105,0.95242,0.87151,0.89638,0.94485,0.75743,0.23213,0.89378,0.04803,0.40054,0.7676,0.00306857,0.00306857,0.00306857
191,8677.65,0.47736,1.21958,0.10048,0.48188,0.87473,0.90648,0.9055,0.97152,0.95301,0.90199,0.87855,0.95145,0.76229,0.23148,0.89134,0.04673,0.40314,0.76783,0.00306496,0.00306496,0.00306496
192,8723.13,0.47673,1.23763,0.09871,0.48121,0.87604,0.90267,0.91369,0.9701,0.95131,0.89397,0.88465,0.94945,0.75841,0.23234,0.90541,0.04586,0.41281,0.76925,0.00306136,0.00306136,0.00306136
193,8768.29,0.47146,1.23917,0.09826,0.46435,0.87197,0.91177,0.90971,0.97052,0.95174,0.89895,0.88559,0.93998,0.75287,0.2311,0.91627,0.04785,0.40453,0.76849,0.00305775,0.00305775,0.00305775
194,8813.86,0.46981,1.238,0.097,0.47415,0.87538,0.91828,0.89582,0.96886,0.9506,0.90085,0.86983,0.93828,0.75593,0.22937,0.91328,0.04727,0.40432,0.76776,0.00305414,0.00305414,0.00305414
195,8859.41,0.46758,1.24913,0.10052,0.48009,0.86906,0.90454,0.91357,0.96875,0.95076,0.88684,0.88113,0.93561,0.75941,0.23006,0.90894,0.04738,0.40482,0.76743,0.00305053,0.00305053,0.00305053
196,8904.72,0.4743,1.22455,0.09689,0.47335,0.8719,0.91271,0.90582,0.96987,0.95127,0.88953,0.87979,0.93719,0.76446,0.23291,0.90497,0.04822,0.41084,0.7679,0.00304693,0.00304693,0.00304693
197,8950.28,0.46954,1.24878,0.10181,0.46702,0.8716,0.90633,0.90843,0.9711,0.95345,0.89807,0.87262,0.94182,0.76308,0.22816,0.90189,0.0476,0.4004,0.76759,0.00304332,0.00304332,0.00304332
198,8995.86,0.47998,1.2526,0.0978,0.48037,0.87511,0.88845,0.93492,0.97055,0.9529,0.89881,0.87841,0.94276,0.76294,0.23024,0.90356,0.04585,0.40701,0.76729,0.00303971,0.00303971,0.00303971
199,9041.51,0.4719,1.22984,0.10078,0.47052,0.8747,0.91018,0.9165,0.97109,0.95418,0.88872,0.88992,0.94294,0.77023,0.22827,0.88683,0.04554,0.39997,0.76664,0.00303611,0.00303611,0.00303611
200,9087.48,0.46456,1.23324,0.0984,0.46955,0.86887,0.89392,0.93193,0.97178,0.955,0.88292,0.89829,0.94456,0.7682,0.22464,0.88281,0.04632,0.39655,0.76623,0.0030325,0.0030325,0.0030325
201,9133.24,0.47598,1.23951,0.09864,0.47434,0.87463,0.90036,0.92034,0.9693,0.95199,0.87831,0.90049,0.9396,0.76207,0.22657,0.87489,0.04688,0.40646,0.76718,0.00302889,0.00302889,0.00302889
202,9178.49,0.46658,1.2289,0.0959,0.46359,0.87269,0.91686,0.90471,0.96799,0.95037,0.89501,0.8833,0.9419,0.76186,0.22429,0.8757,0.04793,0.41316,0.76678,0.00302529,0.00302529,0.00302529
203,9223.54,0.4568,1.15032,0.0918,0.4603,0.87101,0.89346,0.92938,0.96755,0.95062,0.87098,0.90561,0.94109,0.76323,0.22455,0.87643,0.04783,0.41498,0.7662,0.00302168,0.00302168,0.00302168
204,9268.83,0.46242,1.22904,0.09879,0.47294,0.87087,0.9059,0.91373,0.96923,0.95207,0.88487,0.89123,0.94275,0.76228,0.22585,0.88131,0.04707,0.40317,0.76667,0.00301807,0.00301807,0.00301807
205,9314.74,0.4591,1.18485,0.09688,0.45733,0.86675,0.88701,0.94288,0.96892,0.95088,0.86868,0.91697,0.94208,0.76559,0.22562,0.87195,0.0469,0.3982,0.76662,0.00301447,0.00301447,0.00301447
206,9360.15,0.45836,1.17479,0.09559,0.45873,0.86549,0.88408,0.94148,0.96882,0.95049,0.87464,0.91346,0.94082,0.76189,0.22346,0.8725,0.04714,0.40563,0.76624,0.00301086,0.00301086,0.00301086
207,9405.56,0.46374,1.22849,0.09795,0.46203,0.86843,0.90919,0.91262,0.96678,0.94952,0.88983,0.89273,0.94018,0.76174,0.22145,0.86147,0.0457,0.40866,0.76592,0.00300725,0.00300725,0.00300725
208,9452.79,0.45979,1.20599,0.09464,0.459,0.86838,0.90736,0.91555,0.96656,0.94873,0.88615,0.89357,0.93742,0.75426,0.22205,0.87555,0.04522,0.40862,0.76615,0.00300365,0.00300365,0.00300365
209,9498.44,0.45593,1.20131,0.09502,0.45783,0.86836,0.91046,0.91233,0.96715,0.95014,0.88794,0.88999,0.93773,0.75733,0.22022,0.88024,0.04668,0.40796,0.76584,0.00300004,0.00300004,0.00300004
210,9543.67,0.45876,1.1749,0.09557,0.45777,0.8699,0.90007,0.9263,0.96793,0.95139,0.8803,0.90385,0.94172,0.76447,0.22106,0.87773,0.046,0.40498,0.76625,0.00299643,0.00299643,0.00299643
211,9589.02,0.46276,1.17779,0.09503,0.46949,0.86933,0.90435,0.91976,0.96842,0.95253,0.88306,0.89378,0.93956,0.76666,0.22083,0.87404,0.04543,0.40565,0.76645,0.00299282,0.00299282,0.00299282
212,9634.47,0.45552,1.2223,0.0943,0.45673,0.86551,0.89876,0.92391,0.97029,0.95329,0.88198,0.89161,0.94253,0.76547,0.21922,0.86382,0.04485,0.41115,0.76644,0.00298922,0.00298922,0.00298922
213,9680.25,0.45666,1.2006,0.09814,0.44527,0.86452,0.90811,0.9171,0.96992,0.95239,0.88327,0.89145,0.93658,0.76381,0.22164,0.86627,0.04429,0.40979,0.76658,0.00298561,0.00298561,0.00298561
214,9725.61,0.45596,1.16228,0.09144,0.45378,0.86623,0.91111,0.91534,0.97051,0.95369,0.88855,0.89255,0.94364,0.77194,0.2196,0.86995,0.04509,0.40806,0.76653,0.002982,0.002982,0.002982
215,9772.12,0.45738,1.18662,0.09371,0.45905,0.86696,0.90484,0.92541,0.96871,0.95155,0.88207,0.90163,0.93925,0.76658,0.22082,0.8747,0.0451,0.41046,0.76604,0.0029784,0.0029784,0.0029784
216,9818.69,0.46968,1.20822,0.09789,0.4563,0.87236,0.89226,0.92594,0.9675,0.95043,0.89254,0.88197,0.94128,0.76558,0.22066,0.88216,0.04609,0.41932,0.7657,0.00297479,0.00297479,0.00297479
217,9864.54,0.45067,1.14031,0.09071,0.44455,0.86473,0.91825,0.90269,0.96861,0.95256,0.90959,0.87965,0.944,0.77087,0.21943,0.86657,0.04592,0.41089,0.76604,0.00297118,0.00297118,0.00297118
218,9911.78,0.45673,1.15862,0.09363,0.4513,0.86612,0.92243,0.90563,0.96775,0.9518,0.9051,0.88573,0.94058,0.76982,0.21934,0.85644,0.04391,0.40466,0.76554,0.00296758,0.00296758,0.00296758
219,9957.61,0.45674,1.15667,0.09506,0.46149,0.86977,0.91797,0.91785,0.96931,0.95334,0.89756,0.89827,0.94027,0.77167,0.22125,0.8567,0.04264,0.40595,0.76573,0.00296397,0.00296397,0.00296397
220,10004.2,0.45971,1.18916,0.09234,0.46078,0.86536,0.90033,0.92799,0.96896,0.95344,0.88232,0.90937,0.94091,0.77323,0.22166,0.85232,0.04194,0.40791,0.76683,0.00296036,0.00296036,0.00296036
221,10050.3,0.4458,1.13078,0.08823,0.45039,0.86248,0.90878,0.92042,0.96877,0.952,0.89012,0.90321,0.94271,0.77256,0.22024,0.85218,0.04194,0.40839,0.76631,0.00295676,0.00295676,0.00295676
222,10096,0.45546,1.14677,0.09129,0.4564,0.86411,0.90455,0.92555,0.96974,0.95268,0.88639,0.90693,0.94289,0.77069,0.2184,0.84628,0.04179,0.39788,0.76658,0.00295315,0.00295315,0.00295315
223,10141.4,0.46039,1.162,0.09319,0.46356,0.86857,0.90097,0.9262,0.97059,0.95534,0.8838,0.90851,0.94975,0.77319,0.21712,0.84405,0.04357,0.39805,0.76619,0.00294954,0.00294954,0.00294954
224,10188.8,0.44938,1.12158,0.09107,0.44263,0.86533,0.89462,0.93588,0.9701,0.95462,0.87644,0.91534,0.94283,0.77235,0.21904,0.85314,0.04399,0.40449,0.76636,0.00294593,0.00294593,0.00294593
225,10236.4,0.45218,1.13059,0.09272,0.4452,0.86816,0.90824,0.92509,0.97044,0.95454,0.88735,0.90852,0.94566,0.77107,0.21974,0.85786,0.04456,0.40189,0.76666,0.00294233,0.00294233,0.00294233
226,10282.3,0.45462,1.17758,0.09229,0.45892,0.8667,0.9136,0.92265,0.97109,0.95555,0.89153,0.90122,0.94186,0.77247,0.21814,0.86314,0.04468,0.39493,0.76496,0.00293872,0.00293872,0.00293872
227,10328.7,0.44419,1.13738,0.09252,0.44102,0.86329,0.90972,0.92586,0.96924,0.95369,0.88893,0.90185,0.93942,0.77193,0.21717,0.85476,0.04347,0.39382,0.76489,0.00293511,0.00293511,0.00293511
228,10374.7,0.44734,1.1406,0.09197,0.4422,0.86628,0.89412,0.93523,0.96856,0.95314,0.90379,0.88155,0.9398,0.77236,0.21599,0.8512,0.04328,0.39015,0.76492,0.00293151,0.00293151,0.00293151
229,10420.5,0.44883,1.15885,0.09208,0.45473,0.86417,0.91165,0.9167,0.96793,0.95251,0.89269,0.89568,0.94313,0.77541,0.21642,0.84563,0.04141,0.39428,0.76518,0.0029279,0.0029279,0.0029279
230,10466.3,0.44705,1.13651,0.09017,0.43388,0.86634,0.90561,0.92602,0.96708,0.95107,0.88586,0.90083,0.93891,0.77481,0.21757,0.85144,0.04145,0.40072,0.76524,0.00292429,0.00292429,0.00292429
231,10512.1,0.44734,1.14205,0.09488,0.44238,0.86418,0.90743,0.92419,0.96631,0.95042,0.88469,0.90139,0.93643,0.77308,0.21755,0.85892,0.04163,0.40946,0.76555,0.00292069,0.00292069,0.00292069
232,10558,0.44234,1.12901,0.09364,0.4455,0.86295,0.90671,0.92085,0.9651,0.94922,0.88654,0.90117,0.93638,0.77324,0.21407,0.85274,0.04177,0.41025,0.76512,0.00291708,0.00291708,0.00291708
233,10604.3,0.44028,1.11485,0.08784,0.43483,0.85989,0.89766,0.92699,0.9667,0.95185,0.87759,0.90526,0.93708,0.77523,0.21325,0.85678,0.04169,0.40193,0.7654,0.00291347,0.00291347,0.00291347
234,10650.2,0.44309,1.1477,0.09039,0.43863,0.86444,0.92027,0.91166,0.96731,0.95225,0.87925,0.92053,0.94143,0.77469,0.21236,0.85156,0.0413,0.39767,0.76534,0.00290987,0.00290987,0.00290987
235,10696.3,0.44749,1.12455,0.09029,0.43823,0.86647,0.90836,0.92148,0.96718,0.95188,0.88928,0.90782,0.94346,0.77752,0.21155,0.84522,0.04138,0.4006,0.76525,0.00290626,0.00290626,0.00290626
236,10742.2,0.45189,1.16337,0.09534,0.44868,0.86981,0.89895,0.92919,0.96835,0.95358,0.88072,0.91053,0.94372,0.77767,0.2109,0.84606,0.04203,0.39904,0.76476,0.00290265,0.00290265,0.00290265
237,10789.6,0.44066,1.13977,0.08932,0.43347,0.86105,0.89474,0.92806,0.96709,0.95262,0.89091,0.90052,0.94464,0.77881,0.21216,0.83708,0.04199,0.40592,0.76478,0.00289904,0.00289904,0.00289904
238,10835.6,0.44218,1.12692,0.08879,0.43102,0.85997,0.91152,0.90973,0.96503,0.95078,0.89706,0.89509,0.94398,0.78016,0.21192,0.83008,0.04254,0.41162,0.7648,0.00289544,0.00289544,0.00289544
